,fileName,baby,bird,car,clouds,dog,female,flower,male,night,people,portrait,river,sea,tree,classes
12154,train/images/im12155.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12158,train/images/im12159.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12161,train/images/im12162.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12164,train/images/im12165.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12165,train/images/im12166.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12169,train/images/im12170.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['people', 'river']"
12170,train/images/im12171.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12173,train/images/im12174.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12174,train/images/im12175.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12175,train/images/im12176.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12177,train/images/im12178.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12180,train/images/im12181.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12181,train/images/im12182.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12182,train/images/im12183.jpg,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"['clouds', 'male', 'people', 'tree']"
12187,train/images/im12188.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12189,train/images/im12190.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12190,train/images/im12191.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12192,train/images/im12193.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12194,train/images/im12195.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12195,train/images/im12196.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12197,train/images/im12198.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12200,train/images/im12201.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12201,train/images/im12202.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12206,train/images/im12207.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12208,train/images/im12209.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12209,train/images/im12210.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12210,train/images/im12211.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12212,train/images/im12213.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12215,train/images/im12216.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12216,train/images/im12217.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12217,train/images/im12218.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12221,train/images/im12222.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12222,train/images/im12223.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12224,train/images/im12225.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
12225,train/images/im12226.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12226,train/images/im12227.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12228,train/images/im12229.jpg,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"['dog', 'male', 'people']"
12231,train/images/im12232.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12232,train/images/im12233.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
12233,train/images/im12234.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12234,train/images/im12235.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12237,train/images/im12238.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12238,train/images/im12239.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12242,train/images/im12243.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12244,train/images/im12245.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12246,train/images/im12247.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12247,train/images/im12248.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12248,train/images/im12249.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12255,train/images/im12256.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12257,train/images/im12258.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
12259,train/images/im12260.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12262,train/images/im12263.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12263,train/images/im12264.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12267,train/images/im12268.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
12269,train/images/im12270.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12270,train/images/im12271.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12272,train/images/im12273.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12274,train/images/im12275.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12275,train/images/im12276.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12281,train/images/im12282.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12285,train/images/im12286.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12287,train/images/im12288.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12290,train/images/im12291.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12291,train/images/im12292.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12292,train/images/im12293.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12294,train/images/im12295.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12295,train/images/im12296.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12299,train/images/im12300.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12300,train/images/im12301.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12302,train/images/im12303.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12308,train/images/im12309.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12310,train/images/im12311.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12312,train/images/im12313.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
12313,train/images/im12314.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12316,train/images/im12317.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12318,train/images/im12319.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12322,train/images/im12323.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12323,train/images/im12324.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12324,train/images/im12325.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12325,train/images/im12326.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
12326,train/images/im12327.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12327,train/images/im12328.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12328,train/images/im12329.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12330,train/images/im12331.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['clouds', 'river']"
12331,train/images/im12332.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['dog', 'people']"
12332,train/images/im12333.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12333,train/images/im12334.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12337,train/images/im12338.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12338,train/images/im12339.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12340,train/images/im12341.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12342,train/images/im12343.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12343,train/images/im12344.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12344,train/images/im12345.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12345,train/images/im12346.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"['male', 'people', 'tree']"
12346,train/images/im12347.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12347,train/images/im12348.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12351,train/images/im12352.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12356,train/images/im12357.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12357,train/images/im12358.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12358,train/images/im12359.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12359,train/images/im12360.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12360,train/images/im12361.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12363,train/images/im12364.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
12364,train/images/im12365.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12366,train/images/im12367.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12369,train/images/im12370.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12370,train/images/im12371.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12372,train/images/im12373.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12373,train/images/im12374.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12374,train/images/im12375.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12375,train/images/im12376.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12376,train/images/im12377.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12378,train/images/im12379.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12380,train/images/im12381.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12381,train/images/im12382.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12382,train/images/im12383.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['sea', 'tree']"
12383,train/images/im12384.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12387,train/images/im12388.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"['night', 'people']"
12391,train/images/im12392.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12392,train/images/im12393.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12394,train/images/im12395.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12395,train/images/im12396.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12396,train/images/im12397.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12397,train/images/im12398.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12399,train/images/im12400.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12400,train/images/im12401.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12403,train/images/im12404.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12404,train/images/im12405.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12406,train/images/im12407.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12407,train/images/im12408.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12410,train/images/im12411.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12411,train/images/im12412.jpg,0,0,0,0,0,1,0,0,1,1,1,0,0,0,"['female', 'night', 'people', 'portrait']"
12414,train/images/im12415.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12416,train/images/im12417.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12417,train/images/im12418.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12418,train/images/im12419.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12419,train/images/im12420.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12421,train/images/im12422.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12422,train/images/im12423.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12423,train/images/im12424.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12424,train/images/im12425.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12425,train/images/im12426.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
12426,train/images/im12427.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12429,train/images/im12430.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12431,train/images/im12432.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12432,train/images/im12433.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,1,"['female', 'male', 'people', 'tree']"
12433,train/images/im12434.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12435,train/images/im12436.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12438,train/images/im12439.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12441,train/images/im12442.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
12444,train/images/im12445.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12446,train/images/im12447.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12448,train/images/im12449.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12449,train/images/im12450.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12450,train/images/im12451.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12452,train/images/im12453.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
12460,train/images/im12461.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12463,train/images/im12464.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12467,train/images/im12468.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12468,train/images/im12469.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12472,train/images/im12473.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12473,train/images/im12474.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12475,train/images/im12476.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12476,train/images/im12477.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"['male', 'night', 'people']"
12477,train/images/im12478.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12479,train/images/im12480.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12481,train/images/im12482.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['car', 'clouds']"
12485,train/images/im12486.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12486,train/images/im12487.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12488,train/images/im12489.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12490,train/images/im12491.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12492,train/images/im12493.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12493,train/images/im12494.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12496,train/images/im12497.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12499,train/images/im12500.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12500,train/images/im12501.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12502,train/images/im12503.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12504,train/images/im12505.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
12505,train/images/im12506.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['car', 'clouds']"
12507,train/images/im12508.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12508,train/images/im12509.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12510,train/images/im12511.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['bird', 'clouds']"
12511,train/images/im12512.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12516,train/images/im12517.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12519,train/images/im12520.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12520,train/images/im12521.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12521,train/images/im12522.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12524,train/images/im12525.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12528,train/images/im12529.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
12530,train/images/im12531.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12532,train/images/im12533.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12534,train/images/im12535.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12535,train/images/im12536.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12536,train/images/im12537.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12538,train/images/im12539.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
12539,train/images/im12540.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12540,train/images/im12541.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12542,train/images/im12543.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12543,train/images/im12544.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12544,train/images/im12545.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
12545,train/images/im12546.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12546,train/images/im12547.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12547,train/images/im12548.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12549,train/images/im12550.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12550,train/images/im12551.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12552,train/images/im12553.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12554,train/images/im12555.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12555,train/images/im12556.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"['car', 'night']"
12557,train/images/im12558.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12558,train/images/im12559.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12559,train/images/im12560.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12561,train/images/im12562.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12563,train/images/im12564.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12564,train/images/im12565.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12566,train/images/im12567.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12568,train/images/im12569.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12571,train/images/im12572.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12575,train/images/im12576.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12577,train/images/im12578.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12578,train/images/im12579.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12579,train/images/im12580.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12582,train/images/im12583.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12584,train/images/im12585.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12588,train/images/im12589.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
12591,train/images/im12592.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12592,train/images/im12593.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
12593,train/images/im12594.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12594,train/images/im12595.jpg,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"['male', 'people', 'sea']"
12597,train/images/im12598.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
12601,train/images/im12602.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
12602,train/images/im12603.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12603,train/images/im12604.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12606,train/images/im12607.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12607,train/images/im12608.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12608,train/images/im12609.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12611,train/images/im12612.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12612,train/images/im12613.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12615,train/images/im12616.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12616,train/images/im12617.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12617,train/images/im12618.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12619,train/images/im12620.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
12620,train/images/im12621.jpg,0,0,0,0,1,1,0,0,0,1,1,0,0,0,"['dog', 'female', 'people', 'portrait']"
12624,train/images/im12625.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12626,train/images/im12627.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12629,train/images/im12630.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12630,train/images/im12631.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
12632,train/images/im12633.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
12633,train/images/im12634.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
12634,train/images/im12635.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
12635,train/images/im12636.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12637,train/images/im12638.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12638,train/images/im12639.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
12639,train/images/im12640.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12640,train/images/im12641.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12641,train/images/im12642.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
12644,train/images/im12645.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
12646,train/images/im12647.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
12652,train/images/im12653.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
12654,train/images/im12655.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12655,train/images/im12656.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
12656,train/images/im12657.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
12658,train/images/im12659.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
12661,train/images/im12662.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
